Kiosk,Client Nationality,Month,active_contracts,new_contracts,terminations,prev_active,churn_rate,retention_rate,net_change,kiosk_total,share_of_kiosk
Mall of Emirates,Greek,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Hungarian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Indian,2025-11-01,20,0,0,23.0,0.0,1.0,-3.0,234,0.08547008547008547
Mall of Emirates,Iranian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,234,0.008547008547008548
Mall of Emirates,Irish,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,234,0.017094017094017096
Mall of Emirates,Italian,2025-11-01,4,1,0,4.0,0.0,1.0,0.0,234,0.017094017094017096
Mall of Emirates,Jordanian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,234,0.008547008547008548
Mall of Emirates,Kazakhstani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Lebanese,2025-11-01,18,3,0,15.0,0.0,1.0,3.0,234,0.07692307692307693
Mall of Emirates,Malaysian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Pakistani,2025-11-01,8,0,0,8.0,0.0,1.0,0.0,234,0.03418803418803419
Mall of Emirates,Peruvian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Portuguese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Romanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Russian,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,234,0.021367521367521368
Mall of Emirates,Saint Kitts And Nevis,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Saudi Arabian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Serbian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,234,0.008547008547008548
Mall of Emirates,Singaporean,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,234,0.008547008547008548
Mall of Emirates,South African,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,234,0.01282051282051282
Mall of Emirates,Spanish,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,234,0.01282051282051282
Mall of Emirates,Swazi,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Swedish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Swiss,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,234,0.008547008547008548
Mall of Emirates,Syrian,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,234,0.01282051282051282
Mall of Emirates,Tanzanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Tunisian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Turkish,2025-11-01,5,0,0,6.0,0.0,1.0,-1.0,234,0.021367521367521368
Mall of Emirates,UAE,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Ukrainian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,234,0.004273504273504274
Mall of Emirates,Unknown,2025-11-01,36,5,0,37.0,0.0,1.0,-1.0,234,0.15384615384615385
Marina Mall,American,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,153,0.032679738562091505
Marina Mall,Argentinean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Australian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,153,0.0196078431372549
Marina Mall,Austrian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Belgian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,British,2025-11-01,9,0,0,10.0,0.0,1.0,-1.0,153,0.058823529411764705
Marina Mall,Canadian,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,153,0.0196078431372549
Marina Mall,Chinese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Danish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Djibouti,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Dominican,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Egyptian,2025-11-01,6,0,0,7.0,0.0,1.0,-1.0,153,0.0392156862745098
Marina Mall,Filipina,2025-11-01,45,1,0,46.0,0.0,1.0,-1.0,153,0.29411764705882354
Marina Mall,French,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,153,0.026143790849673203
Marina Mall,Indian,2025-11-01,29,1,0,28.0,0.0,1.0,1.0,153,0.1895424836601307
Marina Mall,Italian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,153,0.013071895424836602
Marina Mall,Jordanian,2025-11-01,3,0,0,4.0,0.0,1.0,-1.0,153,0.0196078431372549
Marina Mall,Lebanese,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,153,0.013071895424836602
Marina Mall,Malaysian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Pakistani,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,153,0.013071895424836602
Marina Mall,Palestinian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Polish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Russian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,South African,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,153,0.013071895424836602
Marina Mall,South Korean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,Spanish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,153,0.013071895424836602
Marina Mall,Swedish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,153,0.013071895424836602
Marina Mall,Tunisian,2025-11-01,1,0,0,2.0,0.0,1.0,-1.0,153,0.006535947712418301
Marina Mall,Turkish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,153,0.006535947712418301
Marina Mall,UAE,2025-11-01,2,0,1,2.0,0.5,0.5,0.0,153,0.013071895424836602
Marina Mall,Unknown,2025-11-01,16,2,0,14.0,0.0,1.0,2.0,153,0.10457516339869281
Marina Mall,Zimbabwean,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,153,0.013071895424836602
Meadows souk shop,Afghan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,American,2025-11-01,3,0,0,4.0,0.0,1.0,-1.0,124,0.024193548387096774
Meadows souk shop,Argentinean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Armenian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Australian,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,124,0.03225806451612903
Meadows souk shop,Austrian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Brazilian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,British,2025-11-01,18,0,0,18.0,0.0,1.0,0.0,124,0.14516129032258066
Meadows souk shop,Canadian,2025-11-01,6,0,0,7.0,0.0,1.0,-1.0,124,0.04838709677419355
Meadows souk shop,Cypriot,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Egyptian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,124,0.016129032258064516
Meadows souk shop,Filipina,2025-11-01,5,0,1,5.0,0.2,0.8,0.0,124,0.04032258064516129
Meadows souk shop,French,2025-11-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0,124,0.024193548387096774
Meadows souk shop,German,2025-11-01,6,0,0,6.0,0.0,1.0,0.0,124,0.04838709677419355
Meadows souk shop,Greek,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Indian,2025-11-01,10,0,0,11.0,0.0,1.0,-1.0,124,0.08064516129032258
Meadows souk shop,Irish,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,124,0.03225806451612903
Meadows souk shop,Italian,2025-11-01,6,0,0,8.0,0.0,1.0,-2.0,124,0.04838709677419355
Meadows souk shop,Jordanian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,124,0.024193548387096774
Meadows souk shop,Kazakhstani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Lebanese,2025-11-01,6,0,0,7.0,0.0,1.0,-1.0,124,0.04838709677419355
Meadows souk shop,Malaysian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Pakistani,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,124,0.024193548387096774
Meadows souk shop,Portuguese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,Russian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,124,0.024193548387096774
Meadows souk shop,Serbian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Meadows souk shop,South African,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,124,0.03225806451612903
Meadows souk shop,Spanish,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,124,0.024193548387096774
Meadows souk shop,Swedish,2025-11-01,2,0,0,3.0,0.0,1.0,-1.0,124,0.016129032258064516
Meadows souk shop,Swiss,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,124,0.016129032258064516
Meadows souk shop,Turkish,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,124,0.03225806451612903
Meadows souk shop,Unknown,2025-11-01,15,0,1,16.0,0.0625,0.9375,-1.0,124,0.12096774193548387
Meadows souk shop,Venezuelan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,124,0.008064516129032258
Mercato,American,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,131,0.015267175572519083
Mercato,Armenian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Australian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,131,0.015267175572519083
Mercato,Belgian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,British,2025-11-01,9,2,0,7.0,0.0,1.0,2.0,131,0.06870229007633588
Mercato,Bulgarian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Canadian,2025-11-01,7,0,0,7.0,0.0,1.0,0.0,131,0.05343511450381679
Mercato,Chinese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Colombian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Egyptian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,131,0.015267175572519083
Mercato,Filipina,2025-11-01,15,0,0,15.0,0.0,1.0,0.0,131,0.11450381679389313
Mercato,French,2025-11-01,9,1,0,8.0,0.0,1.0,1.0,131,0.06870229007633588
Mercato,German,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,131,0.015267175572519083
Mercato,Greek,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Indian,2025-11-01,20,1,0,19.0,0.0,1.0,1.0,131,0.15267175572519084
Mercato,Iranian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,131,0.022900763358778626
Mercato,Italian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,131,0.022900763358778626
Mercato,Jordanian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,131,0.015267175572519083
Mercato,Kazakhstani,2025-11-01,1,0,1,1.0,1.0,0.0,0.0,131,0.007633587786259542
Mercato,Lebanese,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,131,0.030534351145038167
Mercato,Maltese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Moroccan,2025-11-01,2,1,0,1.0,0.0,1.0,1.0,131,0.015267175572519083
Mercato,Pakistani,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,131,0.022900763358778626
Mercato,Portuguese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Russian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,131,0.022900763358778626
Mercato,Saudi Arabian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Slovakian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Spanish,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,131,0.022900763358778626
Mercato,Swazi,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Swedish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Swiss,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,131,0.015267175572519083
Mercato,Syrian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mercato,Turkish,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,131,0.03816793893129771
Mercato,Unknown,2025-11-01,18,4,1,14.0,0.07142857142857142,0.9285714285714286,4.0,131,0.13740458015267176
Mercato,Venezuelan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,131,0.007633587786259542
Mirdif City Center,Algerian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,American,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Armenian,2025-11-01,1,1,0,0.0,,,1.0,89,0.011235955056179775
Mirdif City Center,British,2025-11-01,9,0,0,9.0,0.0,1.0,0.0,89,0.10112359550561797
Mirdif City Center,Burundian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Canadian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,89,0.02247191011235955
Mirdif City Center,Chinese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Dutch,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Egyptian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,89,0.033707865168539325
Mirdif City Center,Filipina,2025-11-01,15,2,1,13.0,0.07692307692307693,0.9230769230769231,2.0,89,0.16853932584269662
Mirdif City Center,French,2025-11-01,4,1,0,3.0,0.0,1.0,1.0,89,0.0449438202247191
Mirdif City Center,Indian,2025-11-01,17,1,0,17.0,0.0,1.0,0.0,89,0.19101123595505617
Mirdif City Center,Jordanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Lebanese,2025-11-01,5,0,0,6.0,0.0,1.0,-1.0,89,0.056179775280898875
Mirdif City Center,Malaysian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Montenegrin,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Nepali,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Norwegian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Pakistani,2025-11-01,3,2,0,1.0,0.0,1.0,2.0,89,0.033707865168539325
Mirdif City Center,Portuguese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Russian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Spanish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,89,0.02247191011235955
Mirdif City Center,Sri Lankan,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,89,0.02247191011235955
Mirdif City Center,Sudanese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Syrian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,89,0.02247191011235955
Mirdif City Center,Tunisian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Turkish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,89,0.011235955056179775
Mirdif City Center,Unknown,2025-11-01,9,0,0,10.0,0.0,1.0,-1.0,89,0.10112359550561797
Mudon,American,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,148,0.02027027027027027
Mudon,Australian,2025-11-01,6,0,0,6.0,0.0,1.0,0.0,148,0.04054054054054054
Mudon,Belgian,2025-11-01,2,0,0,3.0,0.0,1.0,-1.0,148,0.013513513513513514
Mudon,Brazilian,2025-11-01,2,0,0,3.0,0.0,1.0,-1.0,148,0.013513513513513514
Mudon,British,2025-11-01,28,1,1,27.0,0.037037037037037035,0.962962962962963,1.0,148,0.1891891891891892
Mudon,Canadian,2025-11-01,9,2,0,8.0,0.0,1.0,1.0,148,0.060810810810810814
Mudon,Croatian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Dutch,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Egyptian,2025-11-01,10,0,0,10.0,0.0,1.0,0.0,148,0.06756756756756757
Mudon,Filipina,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,148,0.013513513513513514
Mudon,French,2025-11-01,7,0,1,8.0,0.125,0.875,-1.0,148,0.0472972972972973
Mudon,German,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,148,0.013513513513513514
Mudon,Hungarian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Indian,2025-11-01,11,0,0,11.0,0.0,1.0,0.0,148,0.07432432432432433
Mudon,Italian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,148,0.02027027027027027
Mudon,Jordanian,2025-11-01,7,0,0,7.0,0.0,1.0,0.0,148,0.0472972972972973
Mudon,Lebanese,2025-11-01,12,0,0,12.0,0.0,1.0,0.0,148,0.08108108108108109
Mudon,Mexican,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Moroccan,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,148,0.013513513513513514
Mudon,New Zealander,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Pakistani,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,148,0.02702702702702703
Mudon,Palestinian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Russian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Saint Kitts And Nevis,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Serbian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,South African,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,148,0.02702702702702703
Mudon,Spanish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,148,0.013513513513513514
Mudon,Sri Lankan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Sudanese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Swiss,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Mudon,Syrian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,148,0.013513513513513514
Mudon,Turkish,2025-11-01,4,0,0,5.0,0.0,1.0,-1.0,148,0.02702702702702703
Mudon,Unknown,2025-11-01,13,3,2,11.0,0.18181818181818182,0.8181818181818181,2.0,148,0.08783783783783784
Mudon,Zimbabwean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,148,0.006756756756756757
Nakheel Mall,American,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Australian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,77,0.025974025974025976
Nakheel Mall,British,2025-11-01,10,0,0,10.0,0.0,1.0,0.0,77,0.12987012987012986
Nakheel Mall,Canadian,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,77,0.05194805194805195
Nakheel Mall,Chinese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Egyptian,2025-11-01,2,0,0,3.0,0.0,1.0,-1.0,77,0.025974025974025976
Nakheel Mall,French,2025-11-01,5,2,0,3.0,0.0,1.0,2.0,77,0.06493506493506493
Nakheel Mall,German,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,77,0.025974025974025976
Nakheel Mall,Indian,2025-11-01,9,1,0,8.0,0.0,1.0,1.0,77,0.11688311688311688
Nakheel Mall,Irish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Italian,2025-11-01,3,1,0,3.0,0.0,1.0,0.0,77,0.03896103896103896
Nakheel Mall,Japanese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Jordanian,2025-11-01,1,1,1,0.0,,,1.0,77,0.012987012987012988
Nakheel Mall,Lebanese,2025-11-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0,77,0.03896103896103896
Nakheel Mall,Malaysian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Mauritanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Norwegian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Portuguese,2025-11-01,1,0,0,2.0,0.0,1.0,-1.0,77,0.012987012987012988
Nakheel Mall,Romanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Russian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,77,0.025974025974025976
Nakheel Mall,Saudi Arabian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,South African,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,77,0.025974025974025976
Nakheel Mall,South Korean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Spanish,2025-11-01,2,1,0,1.0,0.0,1.0,1.0,77,0.025974025974025976
Nakheel Mall,Swedish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,77,0.025974025974025976
Nakheel Mall,Turkish,2025-11-01,6,1,1,5.0,0.2,0.8,1.0,77,0.07792207792207792
Nakheel Mall,Ukrainian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,77,0.012987012987012988
Nakheel Mall,Unknown,2025-11-01,10,3,0,7.0,0.0,1.0,3.0,77,0.12987012987012986
Oasis Mall,Algerian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,American,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Armenian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Australian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Bangladeshi,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,British,2025-11-01,10,1,1,9.0,0.1111111111111111,0.8888888888888888,1.0,137,0.072992700729927
Oasis Mall,Chinese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Dominican,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Dutch,2025-11-01,1,0,0,2.0,0.0,1.0,-1.0,137,0.0072992700729927005
Oasis Mall,Egyptian,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,137,0.021897810218978103
Oasis Mall,Filipina,2025-11-01,14,1,0,13.0,0.0,1.0,1.0,137,0.10218978102189781
Oasis Mall,French,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,137,0.029197080291970802
Oasis Mall,German,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Indian,2025-11-01,39,1,0,40.0,0.0,1.0,-1.0,137,0.2846715328467153
Oasis Mall,Iranian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Italian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Jordanian,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,137,0.029197080291970802
Oasis Mall,Kazakhstani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Kenyan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Lebanese,2025-11-01,5,0,1,5.0,0.2,0.8,0.0,137,0.0364963503649635
Oasis Mall,Macedonian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Moroccan,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Nigerian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Pakistani,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,137,0.0364963503649635
Oasis Mall,Palestinian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Portuguese,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,137,0.021897810218978103
Oasis Mall,Qatari,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Russian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Saint Kitts And Nevis,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,South African,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,South Korean,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Sri Lankan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Swiss,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Syrian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Tunisian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Turkish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Unknown,2025-11-01,13,0,1,14.0,0.07142857142857142,0.9285714285714286,-1.0,137,0.0948905109489051
Oasis Mall,Yemenite,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Off-Site Sales,American,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,13,0.07692307692307693
Off-Site Sales,Australian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,13,0.23076923076923078
Off-Site Sales,British,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,13,0.15384615384615385
