Contract ID,Kiosk,Client Nationality,Month,Active,Is Start Month,Is End Month
1052727,Bay Avenue,British,2024-10-01,1,0,0
1028460,Bay Avenue,British,2024-11-01,1,0,0
1033162,Bay Avenue,British,2024-11-01,1,0,0
1033455,Bay Avenue,British,2024-11-01,1,0,0
1040597,Bay Avenue,British,2024-11-01,1,0,1
1040969,Bay Avenue,British,2024-11-01,1,0,0
1045270,Bay Avenue,British,2024-11-01,1,0,0
1046686,Bay Avenue,British,2024-11-01,1,0,0
1046884,Bay Avenue,British,2024-11-01,1,0,0
1050986,Bay Avenue,British,2024-11-01,1,0,0
1050998,Bay Avenue,British,2024-11-01,1,0,0
1052727,Bay Avenue,British,2024-11-01,1,0,0
1028460,Bay Avenue,British,2024-12-01,1,0,0
1033162,Bay Avenue,British,2024-12-01,1,0,0
1033455,Bay Avenue,British,2024-12-01,1,0,0
1040969,Bay Avenue,British,2024-12-01,1,0,0
1045270,Bay Avenue,British,2024-12-01,1,0,0
1046686,Bay Avenue,British,2024-12-01,1,0,0
1046884,Bay Avenue,British,2024-12-01,1,0,0
1050986,Bay Avenue,British,2024-12-01,1,0,0
1050998,Bay Avenue,British,2024-12-01,1,0,0
1052727,Bay Avenue,British,2024-12-01,1,0,0
1058009,Bay Avenue,British,2024-12-01,1,1,0
1058395,Bay Avenue,British,2024-12-01,1,1,0
1028460,Bay Avenue,British,2025-01-01,1,0,0
1033162,Bay Avenue,British,2025-01-01,1,0,0
1033455,Bay Avenue,British,2025-01-01,1,0,0
1040969,Bay Avenue,British,2025-01-01,1,0,0
1045270,Bay Avenue,British,2025-01-01,1,0,0
1046686,Bay Avenue,British,2025-01-01,1,0,0
1046884,Bay Avenue,British,2025-01-01,1,0,0
1050986,Bay Avenue,British,2025-01-01,1,0,0
1050998,Bay Avenue,British,2025-01-01,1,0,0
1052727,Bay Avenue,British,2025-01-01,1,0,0
1058009,Bay Avenue,British,2025-01-01,1,0,0
1058395,Bay Avenue,British,2025-01-01,1,0,0
1059675,Bay Avenue,British,2025-01-01,1,1,0
1059741,Bay Avenue,British,2025-01-01,1,1,1
1028460,Bay Avenue,British,2025-02-01,1,0,0
1033162,Bay Avenue,British,2025-02-01,1,0,0
1033455,Bay Avenue,British,2025-02-01,1,0,0
1040969,Bay Avenue,British,2025-02-01,1,0,0
1045270,Bay Avenue,British,2025-02-01,1,0,0
1046686,Bay Avenue,British,2025-02-01,1,0,0
1046884,Bay Avenue,British,2025-02-01,1,0,0
1050986,Bay Avenue,British,2025-02-01,1,0,0
1050998,Bay Avenue,British,2025-02-01,1,0,0
1052727,Bay Avenue,British,2025-02-01,1,0,0
1058009,Bay Avenue,British,2025-02-01,1,0,0
1058395,Bay Avenue,British,2025-02-01,1,0,0
1059675,Bay Avenue,British,2025-02-01,1,0,0
1061558,Bay Avenue,British,2025-02-01,1,1,1
1028460,Bay Avenue,British,2025-03-01,1,0,0
1033162,Bay Avenue,British,2025-03-01,1,0,0
1033455,Bay Avenue,British,2025-03-01,1,0,0
1040969,Bay Avenue,British,2025-03-01,1,0,0
1045270,Bay Avenue,British,2025-03-01,1,0,0
1046686,Bay Avenue,British,2025-03-01,1,0,0
1046884,Bay Avenue,British,2025-03-01,1,0,0
1050986,Bay Avenue,British,2025-03-01,1,0,0
1050998,Bay Avenue,British,2025-03-01,1,0,0
1052727,Bay Avenue,British,2025-03-01,1,0,0
1058009,Bay Avenue,British,2025-03-01,1,0,0
1058395,Bay Avenue,British,2025-03-01,1,0,0
1059675,Bay Avenue,British,2025-03-01,1,0,0
1063458,Bay Avenue,British,2025-03-01,1,1,0
1028460,Bay Avenue,British,2025-04-01,1,0,0
1033162,Bay Avenue,British,2025-04-01,1,0,0
1033455,Bay Avenue,British,2025-04-01,1,0,0
1040969,Bay Avenue,British,2025-04-01,1,0,0
1045270,Bay Avenue,British,2025-04-01,1,0,0
1046686,Bay Avenue,British,2025-04-01,1,0,0
1046884,Bay Avenue,British,2025-04-01,1,0,0
1050986,Bay Avenue,British,2025-04-01,1,0,0
1050998,Bay Avenue,British,2025-04-01,1,0,0
1052727,Bay Avenue,British,2025-04-01,1,0,0
1058009,Bay Avenue,British,2025-04-01,1,0,0
1058395,Bay Avenue,British,2025-04-01,1,0,0
1059675,Bay Avenue,British,2025-04-01,1,0,0
1063458,Bay Avenue,British,2025-04-01,1,0,0
1066087,Bay Avenue,British,2025-04-01,1,1,0
1028460,Bay Avenue,British,2025-05-01,1,0,0
1033162,Bay Avenue,British,2025-05-01,1,0,0
1033455,Bay Avenue,British,2025-05-01,1,0,0
1040969,Bay Avenue,British,2025-05-01,1,0,0
1045270,Bay Avenue,British,2025-05-01,1,0,0
1046686,Bay Avenue,British,2025-05-01,1,0,0
1046884,Bay Avenue,British,2025-05-01,1,0,0
1050986,Bay Avenue,British,2025-05-01,1,0,0
1050998,Bay Avenue,British,2025-05-01,1,0,0
1052727,Bay Avenue,British,2025-05-01,1,0,0
1058009,Bay Avenue,British,2025-05-01,1,0,0
1058395,Bay Avenue,British,2025-05-01,1,0,0
1059675,Bay Avenue,British,2025-05-01,1,0,0
1063458,Bay Avenue,British,2025-05-01,1,0,0
1066087,Bay Avenue,British,2025-05-01,1,0,0
1028460,Bay Avenue,British,2025-06-01,1,0,0
1033162,Bay Avenue,British,2025-06-01,1,0,0
1033455,Bay Avenue,British,2025-06-01,1,0,0
1040969,Bay Avenue,British,2025-06-01,1,0,0
1045270,Bay Avenue,British,2025-06-01,1,0,0
1046686,Bay Avenue,British,2025-06-01,1,0,0
1046884,Bay Avenue,British,2025-06-01,1,0,0
1050986,Bay Avenue,British,2025-06-01,1,0,0
1050998,Bay Avenue,British,2025-06-01,1,0,0
1052727,Bay Avenue,British,2025-06-01,1,0,0
1058009,Bay Avenue,British,2025-06-01,1,0,0
1058395,Bay Avenue,British,2025-06-01,1,0,0
1059675,Bay Avenue,British,2025-06-01,1,0,0
1063458,Bay Avenue,British,2025-06-01,1,0,0
1066087,Bay Avenue,British,2025-06-01,1,0,0
1069712,Bay Avenue,British,2025-06-01,1,1,0
1028460,Bay Avenue,British,2025-07-01,1,0,0
1033162,Bay Avenue,British,2025-07-01,1,0,1
1033455,Bay Avenue,British,2025-07-01,1,0,0
1040969,Bay Avenue,British,2025-07-01,1,0,0
1045270,Bay Avenue,British,2025-07-01,1,0,0
1046686,Bay Avenue,British,2025-07-01,1,0,0
1046884,Bay Avenue,British,2025-07-01,1,0,0
1050986,Bay Avenue,British,2025-07-01,1,0,0
1050998,Bay Avenue,British,2025-07-01,1,0,0
1052727,Bay Avenue,British,2025-07-01,1,0,1
1058009,Bay Avenue,British,2025-07-01,1,0,0
1058395,Bay Avenue,British,2025-07-01,1,0,0
1059675,Bay Avenue,British,2025-07-01,1,0,0
1063458,Bay Avenue,British,2025-07-01,1,0,0
1066087,Bay Avenue,British,2025-07-01,1,0,0
1069712,Bay Avenue,British,2025-07-01,1,0,0
1070684,Bay Avenue,British,2025-07-01,1,1,0
1070827,Bay Avenue,British,2025-07-01,1,1,1
1028460,Bay Avenue,British,2025-08-01,1,0,0
1033455,Bay Avenue,British,2025-08-01,1,0,0
1040969,Bay Avenue,British,2025-08-01,1,0,0
1045270,Bay Avenue,British,2025-08-01,1,0,0
1046686,Bay Avenue,British,2025-08-01,1,0,0
1046884,Bay Avenue,British,2025-08-01,1,0,0
1050986,Bay Avenue,British,2025-08-01,1,0,0
1050998,Bay Avenue,British,2025-08-01,1,0,0
1058009,Bay Avenue,British,2025-08-01,1,0,0
1058395,Bay Avenue,British,2025-08-01,1,0,0
1059675,Bay Avenue,British,2025-08-01,1,0,0
1063458,Bay Avenue,British,2025-08-01,1,0,0
1066087,Bay Avenue,British,2025-08-01,1,0,0
1069712,Bay Avenue,British,2025-08-01,1,0,0
1070684,Bay Avenue,British,2025-08-01,1,0,0
1028460,Bay Avenue,British,2025-09-01,1,0,0
1033455,Bay Avenue,British,2025-09-01,1,0,0
1040969,Bay Avenue,British,2025-09-01,1,0,0
1045270,Bay Avenue,British,2025-09-01,1,0,0
1046686,Bay Avenue,British,2025-09-01,1,0,0
1046884,Bay Avenue,British,2025-09-01,1,0,0
1050986,Bay Avenue,British,2025-09-01,1,0,0
1050998,Bay Avenue,British,2025-09-01,1,0,0
1058009,Bay Avenue,British,2025-09-01,1,0,0
1058395,Bay Avenue,British,2025-09-01,1,0,0
1059675,Bay Avenue,British,2025-09-01,1,0,0
1063458,Bay Avenue,British,2025-09-01,1,0,0
1066087,Bay Avenue,British,2025-09-01,1,0,0
1069712,Bay Avenue,British,2025-09-01,1,0,0
1070684,Bay Avenue,British,2025-09-01,1,0,0
1075123,Bay Avenue,British,2025-09-01,1,1,1
1028460,Bay Avenue,British,2025-10-01,1,0,0
1033455,Bay Avenue,British,2025-10-01,1,0,0
1040969,Bay Avenue,British,2025-10-01,1,0,0
1045270,Bay Avenue,British,2025-10-01,1,0,0
1046686,Bay Avenue,British,2025-10-01,1,0,0
1046884,Bay Avenue,British,2025-10-01,1,0,0
1050986,Bay Avenue,British,2025-10-01,1,0,0
1050998,Bay Avenue,British,2025-10-01,1,0,1
1058009,Bay Avenue,British,2025-10-01,1,0,0
1058395,Bay Avenue,British,2025-10-01,1,0,0
1059675,Bay Avenue,British,2025-10-01,1,0,0
1063458,Bay Avenue,British,2025-10-01,1,0,0
1066087,Bay Avenue,British,2025-10-01,1,0,0
1069712,Bay Avenue,British,2025-10-01,1,0,0
1070684,Bay Avenue,British,2025-10-01,1,0,0
1028460,Bay Avenue,British,2025-11-01,1,0,0
1033455,Bay Avenue,British,2025-11-01,1,0,0
1040969,Bay Avenue,British,2025-11-01,1,0,0
1045270,Bay Avenue,British,2025-11-01,1,0,0
1046686,Bay Avenue,British,2025-11-01,1,0,0
1046884,Bay Avenue,British,2025-11-01,1,0,0
1050986,Bay Avenue,British,2025-11-01,1,0,0
1058009,Bay Avenue,British,2025-11-01,1,0,0
1058395,Bay Avenue,British,2025-11-01,1,0,0
1059675,Bay Avenue,British,2025-11-01,1,0,0
1063458,Bay Avenue,British,2025-11-01,1,0,0
1066087,Bay Avenue,British,2025-11-01,1,0,0
1069712,Bay Avenue,British,2025-11-01,1,0,0
1070684,Bay Avenue,British,2025-11-01,1,0,0
1032752,Bay Avenue,Canadian,2024-02-01,1,1,1
1040902,Bay Avenue,Canadian,2024-04-01,1,1,0
1040902,Bay Avenue,Canadian,2024-05-01,1,0,0
1040902,Bay Avenue,Canadian,2024-06-01,1,0,0
1040902,Bay Avenue,Canadian,2024-07-01,1,0,0
1049278,Bay Avenue,Canadian,2024-07-01,1,1,0
1040902,Bay Avenue,Canadian,2024-08-01,1,0,0
1049278,Bay Avenue,Canadian,2024-08-01,1,0,0
1040902,Bay Avenue,Canadian,2024-09-01,1,0,0
1049278,Bay Avenue,Canadian,2024-09-01,1,0,0
1040902,Bay Avenue,Canadian,2024-10-01,1,0,1
1049278,Bay Avenue,Canadian,2024-10-01,1,0,0
1049278,Bay Avenue,Canadian,2024-11-01,1,0,0
1055547,Bay Avenue,Canadian,2024-11-01,1,1,0
1049278,Bay Avenue,Canadian,2024-12-01,1,0,0
1055547,Bay Avenue,Canadian,2024-12-01,1,0,0
1057927,Bay Avenue,Canadian,2024-12-01,1,1,0
1049278,Bay Avenue,Canadian,2025-01-01,1,0,0
1055547,Bay Avenue,Canadian,2025-01-01,1,0,0
1057927,Bay Avenue,Canadian,2025-01-01,1,0,0
1049278,Bay Avenue,Canadian,2025-02-01,1,0,0
1055547,Bay Avenue,Canadian,2025-02-01,1,0,0
1057927,Bay Avenue,Canadian,2025-02-01,1,0,0
1049278,Bay Avenue,Canadian,2025-03-01,1,0,0
1055547,Bay Avenue,Canadian,2025-03-01,1,0,0
1057927,Bay Avenue,Canadian,2025-03-01,1,0,0
1049278,Bay Avenue,Canadian,2025-04-01,1,0,0
1055547,Bay Avenue,Canadian,2025-04-01,1,0,0
1057927,Bay Avenue,Canadian,2025-04-01,1,0,0
1066187,Bay Avenue,Canadian,2025-04-01,1,1,0
1049278,Bay Avenue,Canadian,2025-05-01,1,0,0
1055547,Bay Avenue,Canadian,2025-05-01,1,0,0
1057927,Bay Avenue,Canadian,2025-05-01,1,0,0
1066187,Bay Avenue,Canadian,2025-05-01,1,0,0
1049278,Bay Avenue,Canadian,2025-06-01,1,0,0
1055547,Bay Avenue,Canadian,2025-06-01,1,0,0
1057927,Bay Avenue,Canadian,2025-06-01,1,0,0
1066187,Bay Avenue,Canadian,2025-06-01,1,0,0
1049278,Bay Avenue,Canadian,2025-07-01,1,0,0
1055547,Bay Avenue,Canadian,2025-07-01,1,0,0
1057927,Bay Avenue,Canadian,2025-07-01,1,0,0
1066187,Bay Avenue,Canadian,2025-07-01,1,0,0
1049278,Bay Avenue,Canadian,2025-08-01,1,0,0
1055547,Bay Avenue,Canadian,2025-08-01,1,0,0
1057927,Bay Avenue,Canadian,2025-08-01,1,0,0
1066187,Bay Avenue,Canadian,2025-08-01,1,0,0
1049278,Bay Avenue,Canadian,2025-09-01,1,0,0
1055547,Bay Avenue,Canadian,2025-09-01,1,0,0
1057927,Bay Avenue,Canadian,2025-09-01,1,0,0
1066187,Bay Avenue,Canadian,2025-09-01,1,0,0
1074495,Bay Avenue,Canadian,2025-09-01,1,1,1
1049278,Bay Avenue,Canadian,2025-10-01,1,0,0
1055547,Bay Avenue,Canadian,2025-10-01,1,0,0
1057927,Bay Avenue,Canadian,2025-10-01,1,0,0
1066187,Bay Avenue,Canadian,2025-10-01,1,0,0
1049278,Bay Avenue,Canadian,2025-11-01,1,0,1
1055547,Bay Avenue,Canadian,2025-11-01,1,0,0
1057927,Bay Avenue,Canadian,2025-11-01,1,0,0
1066187,Bay Avenue,Canadian,2025-11-01,1,0,0
1035367,Bay Avenue,Chinese,2024-03-01,1,1,0
1035367,Bay Avenue,Chinese,2024-04-01,1,0,0
1035367,Bay Avenue,Chinese,2024-05-01,1,0,0
1035367,Bay Avenue,Chinese,2024-06-01,1,0,0
1035367,Bay Avenue,Chinese,2024-07-01,1,0,0
1035367,Bay Avenue,Chinese,2024-08-01,1,0,0
1035367,Bay Avenue,Chinese,2024-09-01,1,0,0
1035367,Bay Avenue,Chinese,2024-10-01,1,0,0
1035367,Bay Avenue,Chinese,2024-11-01,1,0,0
1035367,Bay Avenue,Chinese,2024-12-01,1,0,0
1035367,Bay Avenue,Chinese,2025-01-01,1,0,0
1035367,Bay Avenue,Chinese,2025-02-01,1,0,0
1035367,Bay Avenue,Chinese,2025-03-01,1,0,0
1035367,Bay Avenue,Chinese,2025-04-01,1,0,1
1068997,Bay Avenue,Chinese,2025-06-01,1,1,0
1068997,Bay Avenue,Chinese,2025-07-01,1,0,0
1068997,Bay Avenue,Chinese,2025-08-01,1,0,0
1068997,Bay Avenue,Chinese,2025-09-01,1,0,0
1068997,Bay Avenue,Chinese,2025-10-01,1,0,0
1068997,Bay Avenue,Chinese,2025-11-01,1,0,0
1073838,Bay Avenue,Dutch,2025-08-01,1,1,0
1073838,Bay Avenue,Dutch,2025-09-01,1,0,0
1073838,Bay Avenue,Dutch,2025-10-01,1,0,0
1073838,Bay Avenue,Dutch,2025-11-01,1,0,0
1044707,Bay Avenue,Egyptian,2024-05-01,1,1,0
1046958,Bay Avenue,Egyptian,2024-05-01,1,1,0
1044707,Bay Avenue,Egyptian,2024-06-01,1,0,0
1046958,Bay Avenue,Egyptian,2024-06-01,1,0,0
1044707,Bay Avenue,Egyptian,2024-07-01,1,0,0
1046958,Bay Avenue,Egyptian,2024-07-01,1,0,0
1044707,Bay Avenue,Egyptian,2024-08-01,1,0,0
1046958,Bay Avenue,Egyptian,2024-08-01,1,0,0
1044707,Bay Avenue,Egyptian,2024-09-01,1,0,0
1046958,Bay Avenue,Egyptian,2024-09-01,1,0,1
1044707,Bay Avenue,Egyptian,2024-10-01,1,0,0
1054595,Bay Avenue,Egyptian,2024-10-01,1,1,1
1044707,Bay Avenue,Egyptian,2024-11-01,1,0,0
1055323,Bay Avenue,Egyptian,2024-11-01,1,1,0
1044707,Bay Avenue,Egyptian,2024-12-01,1,0,0
1055323,Bay Avenue,Egyptian,2024-12-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-01-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-01-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-02-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-02-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-03-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-03-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-04-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-04-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-05-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-05-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-06-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-06-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-07-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-07-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-08-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-08-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-09-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-09-01,1,0,0
1075361,Bay Avenue,Egyptian,2025-09-01,1,1,0
1044707,Bay Avenue,Egyptian,2025-10-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-10-01,1,0,0
1075361,Bay Avenue,Egyptian,2025-10-01,1,0,0
1044707,Bay Avenue,Egyptian,2025-11-01,1,0,0
1055323,Bay Avenue,Egyptian,2025-11-01,1,0,0
1075361,Bay Avenue,Egyptian,2025-11-01,1,0,0
1029883,Bay Avenue,Filipina,2023-12-01,1,1,0
1029883,Bay Avenue,Filipina,2024-01-01,1,0,0
1029883,Bay Avenue,Filipina,2024-02-01,1,0,0
1029883,Bay Avenue,Filipina,2024-03-01,1,0,0
1029883,Bay Avenue,Filipina,2024-04-01,1,0,0
1029883,Bay Avenue,Filipina,2024-05-01,1,0,0
1047021,Bay Avenue,Filipina,2024-05-01,1,1,0
1029883,Bay Avenue,Filipina,2024-06-01,1,0,0
1047021,Bay Avenue,Filipina,2024-06-01,1,0,0
1048153,Bay Avenue,Filipina,2024-06-01,1,1,0
1029883,Bay Avenue,Filipina,2024-07-01,1,0,0
1047021,Bay Avenue,Filipina,2024-07-01,1,0,0
1048153,Bay Avenue,Filipina,2024-07-01,1,0,0
1029883,Bay Avenue,Filipina,2024-08-01,1,0,0
1047021,Bay Avenue,Filipina,2024-08-01,1,0,0
1048153,Bay Avenue,Filipina,2024-08-01,1,0,0
1029883,Bay Avenue,Filipina,2024-09-01,1,0,0
1047021,Bay Avenue,Filipina,2024-09-01,1,0,0
1048153,Bay Avenue,Filipina,2024-09-01,1,0,0
1029883,Bay Avenue,Filipina,2024-10-01,1,0,0
1047021,Bay Avenue,Filipina,2024-10-01,1,0,0
1048153,Bay Avenue,Filipina,2024-10-01,1,0,0
1029883,Bay Avenue,Filipina,2024-11-01,1,0,0
1047021,Bay Avenue,Filipina,2024-11-01,1,0,0
1048153,Bay Avenue,Filipina,2024-11-01,1,0,0
1029883,Bay Avenue,Filipina,2024-12-01,1,0,0
1047021,Bay Avenue,Filipina,2024-12-01,1,0,0
1048153,Bay Avenue,Filipina,2024-12-01,1,0,0
1057848,Bay Avenue,Filipina,2024-12-01,1,1,0
1029883,Bay Avenue,Filipina,2025-01-01,1,0,0
1047021,Bay Avenue,Filipina,2025-01-01,1,0,0
1048153,Bay Avenue,Filipina,2025-01-01,1,0,0
1057848,Bay Avenue,Filipina,2025-01-01,1,0,0
1029883,Bay Avenue,Filipina,2025-02-01,1,0,0
1047021,Bay Avenue,Filipina,2025-02-01,1,0,0
1048153,Bay Avenue,Filipina,2025-02-01,1,0,0
1057848,Bay Avenue,Filipina,2025-02-01,1,0,0
1029883,Bay Avenue,Filipina,2025-03-01,1,0,0
1047021,Bay Avenue,Filipina,2025-03-01,1,0,0
1048153,Bay Avenue,Filipina,2025-03-01,1,0,0
1057848,Bay Avenue,Filipina,2025-03-01,1,0,0
1029883,Bay Avenue,Filipina,2025-04-01,1,0,0
1047021,Bay Avenue,Filipina,2025-04-01,1,0,0
1048153,Bay Avenue,Filipina,2025-04-01,1,0,0
1057848,Bay Avenue,Filipina,2025-04-01,1,0,0
1066429,Bay Avenue,Filipina,2025-04-01,1,1,0
1029883,Bay Avenue,Filipina,2025-05-01,1,0,0
