Kiosk,Client Nationality,Month,active_contracts,new_contracts,terminations,prev_active,churn_rate,retention_rate,net_change
Marina Mall,Indian,2025-09-01,30,2,2,28.0,0.07142857142857142,0.9285714285714286,2.0
Marina Mall,Indian,2025-10-01,28,0,0,30.0,0.0,1.0,-2.0
Marina Mall,Indian,2025-11-01,29,1,0,28.0,0.0,1.0,1.0
Marina Mall,Irish,2024-05-01,1,1,1,0.0,,,1.0
Marina Mall,Italian,2024-12-01,1,1,0,0.0,,,1.0
Marina Mall,Italian,2025-01-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Italian,2025-09-01,1,1,0,1.0,0.0,1.0,0.0
Marina Mall,Italian,2025-10-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,Italian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Jordanian,2023-09-01,1,1,0,0.0,,,1.0
Marina Mall,Jordanian,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Jordanian,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Jordanian,2023-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Jordanian,2024-01-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,Jordanian,2024-02-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Jordanian,2024-03-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Jordanian,2024-04-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Jordanian,2024-05-01,3,1,1,2.0,0.5,0.5,1.0
Marina Mall,Jordanian,2024-06-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,Jordanian,2024-07-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Jordanian,2024-08-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Jordanian,2024-09-01,2,0,1,2.0,0.5,0.5,0.0
Marina Mall,Jordanian,2024-10-01,1,0,0,2.0,0.0,1.0,-1.0
Marina Mall,Jordanian,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Jordanian,2024-12-01,3,2,0,1.0,0.0,1.0,2.0
Marina Mall,Jordanian,2025-01-01,3,0,0,3.0,0.0,1.0,0.0
Marina Mall,Jordanian,2025-02-01,3,0,0,3.0,0.0,1.0,0.0
Marina Mall,Jordanian,2025-03-01,3,0,0,3.0,0.0,1.0,0.0
Marina Mall,Jordanian,2025-04-01,3,0,0,3.0,0.0,1.0,0.0
Marina Mall,Jordanian,2025-05-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0
Marina Mall,Jordanian,2025-06-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,Jordanian,2025-07-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Jordanian,2025-08-01,3,1,0,2.0,0.0,1.0,1.0
Marina Mall,Jordanian,2025-09-01,4,1,0,3.0,0.0,1.0,1.0
Marina Mall,Jordanian,2025-10-01,4,0,1,4.0,0.25,0.75,0.0
Marina Mall,Jordanian,2025-11-01,3,0,0,4.0,0.0,1.0,-1.0
Marina Mall,Lebanese,2024-01-01,1,1,0,0.0,,,1.0
Marina Mall,Lebanese,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Lebanese,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Lebanese,2024-04-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,Lebanese,2024-05-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Lebanese,2024-06-01,4,2,1,2.0,0.5,0.5,2.0
Marina Mall,Lebanese,2024-07-01,3,0,1,4.0,0.25,0.75,-1.0
Marina Mall,Lebanese,2024-08-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,Lebanese,2024-09-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Lebanese,2024-10-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Lebanese,2024-11-01,3,1,1,2.0,0.5,0.5,1.0
Marina Mall,Lebanese,2024-12-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,Lebanese,2025-01-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Lebanese,2025-02-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Lebanese,2025-03-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Lebanese,2025-04-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Lebanese,2025-05-01,3,1,0,2.0,0.0,1.0,1.0
Marina Mall,Lebanese,2025-06-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0
Marina Mall,Lebanese,2025-07-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,Lebanese,2025-08-01,3,1,0,2.0,0.0,1.0,1.0
Marina Mall,Lebanese,2025-09-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0
Marina Mall,Lebanese,2025-10-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,Lebanese,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Malaysian,2023-08-01,1,1,0,0.0,,,1.0
Marina Mall,Malaysian,2023-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2023-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Malaysian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2023-05-01,1,1,0,0.0,,,1.0
Marina Mall,Moroccan,2023-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2023-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2023-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2023-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2023-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Moroccan,2024-08-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Pakistani,2023-06-01,1,1,0,0.0,,,1.0
Marina Mall,Pakistani,2023-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Pakistani,2023-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Pakistani,2023-09-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Pakistani,2024-08-01,1,1,1,1.0,1.0,0.0,0.0
Marina Mall,Pakistani,2024-09-01,1,1,0,1.0,0.0,1.0,0.0
Marina Mall,Pakistani,2024-10-01,2,1,1,1.0,1.0,0.0,1.0
Marina Mall,Pakistani,2024-11-01,1,0,1,2.0,0.5,0.5,-1.0
Marina Mall,Pakistani,2025-06-01,1,1,0,1.0,0.0,1.0,0.0
Marina Mall,Pakistani,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Pakistani,2025-08-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,Pakistani,2025-09-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Pakistani,2025-10-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Pakistani,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Palestinian,2023-06-01,1,1,0,0.0,,,1.0
Marina Mall,Palestinian,2023-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2023-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2023-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2023-11-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Palestinian,2024-04-01,1,1,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2024-05-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Palestinian,2025-06-01,1,1,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Palestinian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2023-09-01,1,1,0,0.0,,,1.0
Marina Mall,Polish,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2023-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Polish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Russian,2024-04-01,1,1,1,0.0,,,1.0
Marina Mall,Russian,2024-08-01,2,2,0,1.0,0.0,1.0,1.0
Marina Mall,Russian,2024-09-01,2,0,1,2.0,0.5,0.5,0.0
Marina Mall,Russian,2024-10-01,2,1,0,2.0,0.0,1.0,0.0
Marina Mall,Russian,2024-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Russian,2024-12-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Russian,2025-01-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Russian,2025-02-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Russian,2025-03-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Russian,2025-04-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Russian,2025-05-01,3,1,0,2.0,0.0,1.0,1.0
Marina Mall,Russian,2025-06-01,3,0,0,3.0,0.0,1.0,0.0
Marina Mall,Russian,2025-07-01,3,0,2,3.0,0.6666666666666666,0.33333333333333337,0.0
Marina Mall,Russian,2025-08-01,1,0,0,3.0,0.0,1.0,-2.0
Marina Mall,Russian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Russian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Russian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Saint Kitts And Nevis,2024-01-01,1,1,0,0.0,,,1.0
Marina Mall,Saint Kitts And Nevis,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Saint Kitts And Nevis,2024-03-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Singaporean,2024-01-01,1,1,0,0.0,,,1.0
Marina Mall,Singaporean,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Singaporean,2025-03-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,South African,2023-09-01,1,1,0,0.0,,,1.0
Marina Mall,South African,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2023-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-03-01,2,1,1,1.0,1.0,0.0,1.0
Marina Mall,South African,2024-04-01,1,0,0,2.0,0.0,1.0,-1.0
Marina Mall,South African,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South African,2025-10-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,South African,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,South Korean,2024-09-01,1,1,0,0.0,,,1.0
Marina Mall,South Korean,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,South Korean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Spanish,2024-08-01,1,1,0,0.0,,,1.0
Marina Mall,Spanish,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Spanish,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Spanish,2024-11-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,Spanish,2024-12-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-01-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-02-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-03-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-04-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-05-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-06-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-07-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-08-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-09-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-10-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Spanish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2024-10-01,2,2,0,0.0,,,2.0
Marina Mall,Swedish,2024-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2024-12-01,3,1,1,2.0,0.5,0.5,1.0
Marina Mall,Swedish,2025-01-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,Swedish,2025-02-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-03-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-04-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-05-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-06-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-07-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-08-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-09-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-10-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Swedish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,Syrian,2024-10-01,1,1,1,0.0,,,1.0
Marina Mall,Tunisian,2024-01-01,1,1,0,0.0,,,1.0
Marina Mall,Tunisian,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Tunisian,2025-09-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,Tunisian,2025-10-01,2,0,1,2.0,0.5,0.5,0.0
Marina Mall,Tunisian,2025-11-01,1,0,0,2.0,0.0,1.0,-1.0
Marina Mall,Turkish,2024-08-01,1,1,0,0.0,,,1.0
Marina Mall,Turkish,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2024-12-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Turkish,2025-03-01,1,1,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2025-05-01,2,1,1,1.0,1.0,0.0,1.0
Marina Mall,Turkish,2025-06-01,1,0,0,2.0,0.0,1.0,-1.0
Marina Mall,Turkish,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,Turkish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2023-09-01,1,1,0,0.0,,,1.0
Marina Mall,UAE,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2023-12-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2024-04-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,UAE,2024-05-01,3,1,0,2.0,0.0,1.0,1.0
Marina Mall,UAE,2024-06-01,3,0,0,3.0,0.0,1.0,0.0
Marina Mall,UAE,2024-07-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0
Marina Mall,UAE,2024-08-01,3,1,0,3.0,0.0,1.0,0.0
Marina Mall,UAE,2024-09-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0
Marina Mall,UAE,2024-10-01,2,0,0,3.0,0.0,1.0,-1.0
Marina Mall,UAE,2024-11-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,UAE,2024-12-01,2,0,1,2.0,0.5,0.5,0.0
Marina Mall,UAE,2025-01-01,2,1,0,2.0,0.0,1.0,0.0
Marina Mall,UAE,2025-02-01,2,0,1,2.0,0.5,0.5,0.0
Marina Mall,UAE,2025-03-01,3,2,0,2.0,0.0,1.0,1.0
Marina Mall,UAE,2025-04-01,3,0,0,3.0,0.0,1.0,0.0
Marina Mall,UAE,2025-05-01,3,0,2,3.0,0.6666666666666666,0.33333333333333337,0.0
Marina Mall,UAE,2025-06-01,1,0,0,3.0,0.0,1.0,-2.0
Marina Mall,UAE,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Marina Mall,UAE,2025-08-01,2,1,0,1.0,0.0,1.0,1.0
Marina Mall,UAE,2025-09-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,UAE,2025-10-01,2,0,0,2.0,0.0,1.0,0.0
Marina Mall,UAE,2025-11-01,2,0,1,2.0,0.5,0.5,0.0
Marina Mall,Ukrainian,2024-06-01,1,1,0,0.0,,,1.0
Marina Mall,Ukrainian,2024-07-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Unknown,2023-07-01,1,1,0,0.0,,,1.0
Marina Mall,Unknown,2023-08-01,1,0,1,1.0,1.0,0.0,0.0
Marina Mall,Unknown,2023-10-01,1,1,1,1.0,1.0,0.0,0.0
Marina Mall,Unknown,2023-11-01,1,1,0,1.0,0.0,1.0,0.0
Marina Mall,Unknown,2023-12-01,2,1,1,1.0,1.0,0.0,1.0
Marina Mall,Unknown,2024-01-01,2,1,0,2.0,0.0,1.0,0.0
Marina Mall,Unknown,2024-02-01,3,1,0,2.0,0.0,1.0,1.0
