Kiosk,Client Nationality,Month,active_contracts,new_contracts,terminations,prev_active,churn_rate,retention_rate,net_change
Bay Avenue,Algerian,2025-03-01,1,1,0,0.0,,,1.0
Bay Avenue,Algerian,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Algerian,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Algerian,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Algerian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Algerian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Algerian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Algerian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Algerian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2023-09-01,1,1,0,0.0,,,1.0
Bay Avenue,American,2023-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2023-12-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,American,2024-11-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,American,2025-08-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,American,2025-09-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,American,2025-10-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,American,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Australian,2023-02-01,1,1,1,0.0,,,1.0
Bay Avenue,Australian,2025-05-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,Australian,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Australian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Australian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Australian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Australian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Australian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Bangladeshi,2025-06-01,1,1,0,0.0,,,1.0
Bay Avenue,Bangladeshi,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Bangladeshi,2025-08-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,Belgian,2024-12-01,1,1,0,0.0,,,1.0
Bay Avenue,Belgian,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Belgian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,British,2023-08-01,1,1,1,0.0,,,1.0
Bay Avenue,British,2023-10-01,1,1,1,1.0,1.0,0.0,0.0
Bay Avenue,British,2023-11-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,British,2023-12-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,British,2024-01-01,3,1,2,2.0,1.0,0.0,1.0
Bay Avenue,British,2024-02-01,5,4,0,3.0,0.0,1.0,2.0
Bay Avenue,British,2024-03-01,5,0,1,5.0,0.2,0.8,0.0
Bay Avenue,British,2024-04-01,6,2,1,5.0,0.2,0.8,1.0
Bay Avenue,British,2024-05-01,8,3,0,6.0,0.0,1.0,2.0
Bay Avenue,British,2024-06-01,8,0,0,8.0,0.0,1.0,0.0
Bay Avenue,British,2024-07-01,8,0,0,8.0,0.0,1.0,0.0
Bay Avenue,British,2024-08-01,8,0,0,8.0,0.0,1.0,0.0
Bay Avenue,British,2024-09-01,11,3,0,8.0,0.0,1.0,3.0
Bay Avenue,British,2024-10-01,11,0,0,11.0,0.0,1.0,0.0
Bay Avenue,British,2024-11-01,11,0,1,11.0,0.09090909090909091,0.9090909090909091,0.0
Bay Avenue,British,2024-12-01,12,2,0,11.0,0.0,1.0,1.0
Bay Avenue,British,2025-01-01,14,2,1,12.0,0.08333333333333333,0.9166666666666666,2.0
Bay Avenue,British,2025-02-01,14,1,1,14.0,0.07142857142857142,0.9285714285714286,0.0
Bay Avenue,British,2025-03-01,14,1,0,14.0,0.0,1.0,0.0
Bay Avenue,British,2025-04-01,15,1,0,14.0,0.0,1.0,1.0
Bay Avenue,British,2025-05-01,15,0,0,15.0,0.0,1.0,0.0
Bay Avenue,British,2025-06-01,16,1,0,15.0,0.0,1.0,1.0
Bay Avenue,British,2025-07-01,18,2,3,16.0,0.1875,0.8125,2.0
Bay Avenue,British,2025-08-01,15,0,0,18.0,0.0,1.0,-3.0
Bay Avenue,British,2025-09-01,16,1,1,15.0,0.06666666666666667,0.9333333333333333,1.0
Bay Avenue,British,2025-10-01,15,0,1,16.0,0.0625,0.9375,-1.0
Bay Avenue,British,2025-11-01,14,0,0,15.0,0.0,1.0,-1.0
Bay Avenue,Canadian,2024-02-01,1,1,1,0.0,,,1.0
Bay Avenue,Canadian,2024-04-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,Canadian,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Canadian,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Canadian,2024-07-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,Canadian,2024-08-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Canadian,2024-09-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Canadian,2024-10-01,2,0,1,2.0,0.5,0.5,0.0
Bay Avenue,Canadian,2024-11-01,2,1,0,2.0,0.0,1.0,0.0
Bay Avenue,Canadian,2024-12-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,Canadian,2025-01-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Canadian,2025-02-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Canadian,2025-03-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Canadian,2025-04-01,4,1,0,3.0,0.0,1.0,1.0
Bay Avenue,Canadian,2025-05-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,Canadian,2025-06-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,Canadian,2025-07-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,Canadian,2025-08-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,Canadian,2025-09-01,5,1,1,4.0,0.25,0.75,1.0
Bay Avenue,Canadian,2025-10-01,4,0,0,5.0,0.0,1.0,-1.0
Bay Avenue,Canadian,2025-11-01,4,0,1,4.0,0.25,0.75,0.0
Bay Avenue,Chinese,2024-03-01,1,1,0,0.0,,,1.0
Bay Avenue,Chinese,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-04-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,Chinese,2025-06-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Chinese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Dutch,2025-08-01,1,1,0,0.0,,,1.0
Bay Avenue,Dutch,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Dutch,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Dutch,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2024-05-01,2,2,0,0.0,,,2.0
Bay Avenue,Egyptian,2024-06-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2024-07-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2024-08-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2024-09-01,2,0,1,2.0,0.5,0.5,0.0
Bay Avenue,Egyptian,2024-10-01,2,1,1,2.0,0.5,0.5,0.0
Bay Avenue,Egyptian,2024-11-01,2,1,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2024-12-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-01-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-02-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-03-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-04-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-05-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-06-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-07-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-08-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-09-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,Egyptian,2025-10-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Egyptian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Filipina,2023-12-01,1,1,0,0.0,,,1.0
Bay Avenue,Filipina,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-05-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,Filipina,2024-06-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,Filipina,2024-07-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-08-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-09-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-10-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-11-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Filipina,2024-12-01,4,1,0,3.0,0.0,1.0,1.0
Bay Avenue,Filipina,2025-01-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,Filipina,2025-02-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,Filipina,2025-03-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,Filipina,2025-04-01,5,1,0,4.0,0.0,1.0,1.0
Bay Avenue,Filipina,2025-05-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,Filipina,2025-06-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,Filipina,2025-07-01,6,1,0,5.0,0.0,1.0,1.0
Bay Avenue,Filipina,2025-08-01,6,0,0,6.0,0.0,1.0,0.0
Bay Avenue,Filipina,2025-09-01,6,0,0,6.0,0.0,1.0,0.0
Bay Avenue,Filipina,2025-10-01,9,3,0,6.0,0.0,1.0,3.0
Bay Avenue,Filipina,2025-11-01,9,0,0,9.0,0.0,1.0,0.0
Bay Avenue,French,2023-10-01,2,2,0,0.0,,,2.0
Bay Avenue,French,2023-11-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,French,2023-12-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,French,2024-01-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,French,2024-02-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,French,2024-03-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,French,2024-04-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,French,2024-05-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0
Bay Avenue,French,2024-06-01,4,2,1,3.0,0.3333333333333333,0.6666666666666667,1.0
Bay Avenue,French,2024-07-01,3,0,0,4.0,0.0,1.0,-1.0
Bay Avenue,French,2024-08-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,French,2024-09-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,French,2024-10-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,French,2024-11-01,4,1,0,3.0,0.0,1.0,1.0
Bay Avenue,French,2024-12-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,French,2025-01-01,4,0,0,4.0,0.0,1.0,0.0
Bay Avenue,French,2025-02-01,5,1,1,4.0,0.25,0.75,1.0
Bay Avenue,French,2025-03-01,4,0,0,5.0,0.0,1.0,-1.0
Bay Avenue,French,2025-04-01,5,1,0,4.0,0.0,1.0,1.0
Bay Avenue,French,2025-05-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,French,2025-06-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,French,2025-07-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,French,2025-08-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,French,2025-09-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,French,2025-10-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,French,2025-11-01,5,0,0,5.0,0.0,1.0,0.0
Bay Avenue,German,2024-05-01,1,1,0,0.0,,,1.0
Bay Avenue,German,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,German,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,German,2024-08-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,German,2024-09-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2024-10-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2024-11-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,German,2024-12-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,German,2025-01-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,German,2025-02-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0
Bay Avenue,German,2025-03-01,2,0,0,3.0,0.0,1.0,-1.0
Bay Avenue,German,2025-04-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2025-05-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2025-06-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2025-07-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2025-08-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2025-09-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,German,2025-10-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,German,2025-11-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Ghanaian,2025-09-01,1,1,0,0.0,,,1.0
Bay Avenue,Ghanaian,2025-10-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,Grenadian,2025-04-01,1,1,0,0.0,,,1.0
Bay Avenue,Grenadian,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Grenadian,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Grenadian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Grenadian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Grenadian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Grenadian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Grenadian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Hungarian,2023-11-01,1,1,1,0.0,,,1.0
Bay Avenue,Indian,2023-09-01,5,5,0,0.0,,,5.0
Bay Avenue,Indian,2023-10-01,6,1,0,5.0,0.0,1.0,1.0
Bay Avenue,Indian,2023-11-01,9,3,0,6.0,0.0,1.0,3.0
Bay Avenue,Indian,2023-12-01,13,4,0,9.0,0.0,1.0,4.0
Bay Avenue,Indian,2024-01-01,13,0,1,13.0,0.07692307692307693,0.9230769230769231,0.0
Bay Avenue,Indian,2024-02-01,14,2,1,13.0,0.07692307692307693,0.9230769230769231,1.0
Bay Avenue,Indian,2024-03-01,13,0,1,14.0,0.07142857142857142,0.9285714285714286,-1.0
Bay Avenue,Indian,2024-04-01,14,2,0,13.0,0.0,1.0,1.0
Bay Avenue,Indian,2024-05-01,18,4,3,14.0,0.21428571428571427,0.7857142857142857,4.0
Bay Avenue,Indian,2024-06-01,15,0,1,18.0,0.05555555555555555,0.9444444444444444,-3.0
Bay Avenue,Indian,2024-07-01,20,6,1,15.0,0.06666666666666667,0.9333333333333333,5.0
Bay Avenue,Indian,2024-08-01,24,5,0,20.0,0.0,1.0,4.0
Bay Avenue,Indian,2024-09-01,25,1,0,24.0,0.0,1.0,1.0
Bay Avenue,Indian,2024-10-01,31,6,2,25.0,0.08,0.92,6.0
Bay Avenue,Indian,2024-11-01,34,5,2,31.0,0.06451612903225806,0.935483870967742,3.0
Bay Avenue,Indian,2024-12-01,35,3,1,34.0,0.029411764705882353,0.9705882352941176,1.0
Bay Avenue,Indian,2025-01-01,39,5,1,35.0,0.02857142857142857,0.9714285714285714,4.0
Bay Avenue,Indian,2025-02-01,41,3,2,39.0,0.05128205128205128,0.9487179487179487,2.0
Bay Avenue,Indian,2025-03-01,40,1,1,41.0,0.024390243902439025,0.975609756097561,-1.0
Bay Avenue,Indian,2025-04-01,43,4,0,40.0,0.0,1.0,3.0
Bay Avenue,Indian,2025-05-01,44,1,0,43.0,0.0,1.0,1.0
Bay Avenue,Indian,2025-06-01,48,4,3,44.0,0.06818181818181818,0.9318181818181819,4.0
Bay Avenue,Indian,2025-07-01,47,2,1,48.0,0.020833333333333332,0.9791666666666666,-1.0
Bay Avenue,Indian,2025-08-01,47,1,1,47.0,0.02127659574468085,0.9787234042553191,0.0
Bay Avenue,Indian,2025-09-01,49,3,2,47.0,0.0425531914893617,0.9574468085106383,2.0
Bay Avenue,Indian,2025-10-01,50,3,4,49.0,0.08163265306122448,0.9183673469387755,1.0
Bay Avenue,Indian,2025-11-01,46,0,1,50.0,0.02,0.98,-4.0
Bay Avenue,Iranian,2023-12-01,1,1,0,0.0,,,1.0
Bay Avenue,Iranian,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iranian,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iranian,2024-03-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,Iranian,2025-01-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,Iranian,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iranian,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iranian,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iranian,2025-05-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,Iranian,2025-06-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Iranian,2025-07-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Iranian,2025-08-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Iranian,2025-09-01,3,1,1,2.0,0.5,0.5,1.0
Bay Avenue,Iranian,2025-10-01,2,0,0,3.0,0.0,1.0,-1.0
Bay Avenue,Iranian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Iraqi,2024-10-01,1,1,0,0.0,,,1.0
Bay Avenue,Iraqi,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iraqi,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iraqi,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iraqi,2025-02-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,Iraqi,2025-03-01,2,0,1,2.0,0.5,0.5,0.0
Bay Avenue,Iraqi,2025-04-01,1,0,0,2.0,0.0,1.0,-1.0
Bay Avenue,Iraqi,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Iraqi,2025-06-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,Israeli,2024-09-01,1,1,0,0.0,,,1.0
Bay Avenue,Israeli,2024-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2024-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2024-12-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Israeli,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-01-01,1,1,0,0.0,,,1.0
Bay Avenue,Italian,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-05-01,2,1,1,1.0,1.0,0.0,1.0
Bay Avenue,Italian,2024-06-01,1,0,0,2.0,0.0,1.0,-1.0
Bay Avenue,Italian,2024-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-10-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,Italian,2024-11-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Italian,2024-12-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Italian,2025-01-01,3,1,1,2.0,0.5,0.5,1.0
Bay Avenue,Italian,2025-02-01,2,0,1,3.0,0.3333333333333333,0.6666666666666667,-1.0
Bay Avenue,Italian,2025-03-01,1,0,1,2.0,0.5,0.5,-1.0
Bay Avenue,Italian,2025-06-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2025-07-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2025-08-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2025-09-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2025-10-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Italian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Kenyan,2025-08-01,1,1,0,0.0,,,1.0
Bay Avenue,Kenyan,2025-09-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,Latvian,2023-10-01,1,1,0,0.0,,,1.0
Bay Avenue,Latvian,2023-11-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2023-12-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2024-01-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2024-04-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2024-05-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2024-06-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Latvian,2024-07-01,1,0,1,1.0,1.0,0.0,0.0
Bay Avenue,Lebanese,2023-09-01,1,1,1,0.0,,,1.0
Bay Avenue,Lebanese,2024-01-01,1,1,0,1.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-02-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-03-01,1,0,0,1.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-04-01,2,1,0,1.0,0.0,1.0,1.0
Bay Avenue,Lebanese,2024-05-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-06-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-07-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-08-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-09-01,2,0,0,2.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2024-10-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,Lebanese,2024-11-01,5,2,3,3.0,1.0,0.0,2.0
Bay Avenue,Lebanese,2024-12-01,2,0,0,5.0,0.0,1.0,-3.0
Bay Avenue,Lebanese,2025-01-01,3,1,0,2.0,0.0,1.0,1.0
Bay Avenue,Lebanese,2025-02-01,3,0,0,3.0,0.0,1.0,0.0
Bay Avenue,Lebanese,2025-03-01,3,0,0,3.0,0.0,1.0,0.0
