Kiosk,Client Nationality,avg_churn_rate,avg_retention_rate,mean_active,net_change_total,latest_active
Yas Mall,Unknown,0.09435626102292767,0.9056437389770723,24.0,6.0,24
Yas Mall,Zimbabwean,0.0,1.0,1.0,0.0,1
Yas Mall 2,American,0.0,1.0,1.0,1.0,1
Yas Mall 2,British,0.0,1.0,1.3333333333333333,2.0,2
Yas Mall 2,French,0.0,1.0,1.6666666666666667,2.0,2
Yas Mall 2,South African,0.0,1.0,1.0,1.0,1
Yas Mall 2,UAE,0.0,1.0,1.0,1.0,1
Zahraa,Congolese,0.0,1.0,1.0,0.0,1
Zahraa,Croatian,0.0,1.0,1.0,0.0,1
Zahraa,Egyptian,0.0,1.0,1.0,0.0,1
Zahraa,French,0.0,1.0,1.0,0.0,1
Zahraa,Irish,0.0,1.0,1.0,0.0,1
Zahraa,Jordanian,0.2222222222222222,0.7777777777777778,2.0,-2.0,1
Zahraa,Lebanese,0.16666666666666666,0.8333333333333334,2.0,0.0,2
Zahraa,Spanish,0.0,1.0,1.0,0.0,1
Zahraa,Unknown,0.0,1.0,1.0,0.0,1
Zahraa,Uruguayan,0.0,1.0,1.0,0.0,1
